query,preprocessed_query,retrieved_docs,scores
"Trong quá_trình điều_trị bệnh Kawasaki bệnh_nhân được chỉ_định dùng Aspiririn . Nhưng bên cạnh đó , trong một_số trường_hợp , bệnh_nhân sử_dụng aspirin với liều quá cao . Vậy khi có những triệu_chứng nào nhận_biết để bệnh_nhân đó cần ngưng sử_dụng Aspirin ngay_lập_tức ?",trong quá_trình điều_trị bệnh kawasaki bệnh_nhân được chỉ_định dùng aspiririn nhưng bên cạnh đó trong một_số trường_hợp bệnh_nhân sử_dụng aspirin với liều quá cao vậy khi có những triệu_chứng nào nhận_biết để bệnh_nhân đó cần ngưng sử_dụng aspirin ngay_lập_tức,['việt_nam là nước có tỷ_lệ bệnh_nhân nhiễm viêm gan b cao mặc_dù gần đây có thêm nhiều thuốc điều_trị viêm gan mạn_tính nhưng cũng xuất_hiện tình_trạng kháng thuốc khá phổ_biến do_đó cần sử_dụng hiệu_quả các loại thuốc viêm gan b và hiểu rõ trường_hợp nào phải bắt_buộc điều_trị'],[0.9993641972541809]
"Trong quá_trình điều_trị bệnh Kawasaki ( viêm mạch_máu ) , một phần quan_trọng là phải giảm viêm và ngăn_ngừa các biến_chứng lên mạch vành . Trong số các phương_pháp điều_trị , cách tiếp_cận được khuyến_nghị để sử_dụng là gì ?",trong quá_trình điều_trị bệnh kawasaki viêm mạch_máu một phần quan_trọng là phải giảm viêm và ngăn_ngừa các biến_chứng lên mạch vành trong số các phương_pháp điều_trị cách tiếp_cận được khuyến_nghị để sử_dụng là gì,['ngoài việc phát_hiện sớm để điều_trị kịp_thời thì chế_độ ăn trong bệnh viêm cầu thận đóng vai_trò rất quan_trọng để tình_trạng bệnh không bị ảnh_hưởng và diễn_tiến thuận_lợi vậy bệnh viêm cầu thận nên ăn_uống như_thế_nào'],[0.9994193315505981]
"Bệnh Thalassemia được biết không phải là bệnh truyền_nhiễm như bệnh viêm gan virus , lao_phổi mà Thalassemia là một bệnh di_truyền . Đối_với bệnh Thalassemia được nhận_xét như_thế_nào , hãy chọn những đáp_án chung trong các đáp_án dưới đây ?",bệnh thalassemia được biết không phải là bệnh truyền_nhiễm như bệnh viêm gan virus lao_phổi mà thalassemia là một bệnh di_truyền đối_với bệnh thalassemia được nhận_xét như_thế_nào hãy chọn những đáp_án chung trong các đáp_án dưới đây,['đường lây_truyền bệnh thalassemia tan máu bẩm_sinh bệnh thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus lao_phổi mà bệnh di_truyền do bệnh_nhân nhận gen bệnh từ cả bố và mẹ do_đó bệnh thalassemia là một bệnh có tính_chất gia_đình'],[0.9994044303894043]
"Được biết , bệnh Thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus , lao_phổi . Người mắc bệnh được nhận gen từ cả bố và mẹ . Vậy đường lây_truyền của Thalassemia theo đường nào trong các con đường lây_nhiễm dưới đây ?",được biết bệnh thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus lao_phổi người mắc bệnh được nhận gen từ cả bố và mẹ vậy đường lây_truyền của thalassemia theo đường nào trong các con đường lây_nhiễm dưới đây,['đường lây_truyền bệnh thalassemia tan máu bẩm_sinh bệnh thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus lao_phổi mà bệnh di_truyền do bệnh_nhân nhận gen bệnh từ cả bố và mẹ do_đó bệnh thalassemia là một bệnh có tính_chất gia_đình'],[0.9993509650230408]
"Anh Quý , một nam_giới 35 tuổi , đến bác_sĩ sau khi có tiếp_xúc gần với một người bạn mắc bệnh thuỷ_đậu . Anh ta muốn biết cách phòng_ngừa bệnh này và giảm_thiểu nguy_cơ lây_nhiễm cho bản_thân . Cách phòng_ngừa chính cho bệnh thuỷ_đậu là gì ?",anh quý một nam_giới 35 tuổi đến bác_sĩ sau khi có tiếp_xúc gần với một người bạn mắc bệnh thuỷ_đậu anh ta muốn biết cách phòng_ngừa bệnh này và giảm_thiểu nguy_cơ lây_nhiễm cho bản_thân cách phòng_ngừa chính cho bệnh thuỷ_đậu là gì,['thuỷ_đậu là một bệnh có_thể lây_lan nhanh khi có tiếp_xúc với với người_bệnh bệnh có_thể gây ra nhiều biến_chứng nguy_hiểm cho sức_khoẻ thậm_chí là tử_vong vậy làm_sao để không bị lây thuỷ_đậu'],[0.9994261860847473]
"Bệnh Thuỷ_Đậu có khả_năng lây_lan rất nhanh_chóng , các phương_pháp phòng_ngừa đã được đề ra để ngừa bệnh Thuỷ_đậu . Đâu là phương_pháp ngừa bệnh triệt_để bệnh thuỷ_đậu nhất ?",bệnh thuỷ_đậu có khả_năng lây_lan rất nhanh_chóng các phương_pháp phòng_ngừa đã được đề ra để ngừa bệnh thuỷ_đậu đâu là phương_pháp ngừa bệnh triệt_để bệnh thuỷ_đậu nhất,['phòng_ngừa bệnh lậu vì bệnh lậu là một trong những căn_bệnh xã_hội lây_nhiễm phổ_biến khó chữa_trị nhất hiện_nay và rất dễ tái_phát nên chúng_ta cần phải hiểu_biết về các phương_pháp phòng_tránh bệnh lậu'],[0.9992601275444031]
"Chị_Bích , một phụ_nữ 35 tuổi , đến bác_sĩ với nỗi lo_lắng về bệnh thuỷ_đậu sau khi nghe tin một_số trường_hợp mắc bệnh trong cộng_đồng . Cô muốn biết cách bảo_vệ bản_thân và con_cái khỏi bệnh này . Biện_pháp phòng_ngừa bệnh thuỷ_đậu là gì ?",chị_bích một phụ_nữ 35 tuổi đến bác_sĩ với nỗi lo_lắng về bệnh thuỷ_đậu sau khi nghe tin một_số trường_hợp mắc bệnh trong cộng_đồng cô muốn biết cách bảo_vệ bản_thân và con_cái khỏi bệnh này biện_pháp phòng_ngừa bệnh thuỷ_đậu là gì,['trong một_số trường_hợp người_bệnh cần phải đặt ống thông tiểu và sống cùng với nó trong nhiều ngày việc này không_những gây ra trở_ngại trong đời_sống sinh_hoạt của bệnh_nhân mà_còn gây ra nhiều nguy_cơ nhiễm_trùng đặc_biệt là nhiễm_trùng đường tiết_niệu'],[0.9993570446968079]
"Chị Hường , một phụ_nữ 40 tuổi , đến bác_sĩ với lo_lắng sau khi con của cô bị mắc bệnh thuỷ_đậu từ_trường học . Cô muốn biết cách bảo_vệ bản_thân và gia_đình khỏi bệnh này . Các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan là gì ?",chị hường một phụ_nữ 40 tuổi đến bác_sĩ với lo_lắng sau khi con của cô bị mắc bệnh thuỷ_đậu từ_trường học cô muốn biết cách bảo_vệ bản_thân và gia_đình khỏi bệnh này các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan là gì,['dân_gian có câu “ phòng_bệnh hơn chữa bệnh ” do_đó bất_kỳ ai cũng cần chăm_sóc sức_khoẻ cho bản_thân thật chu_đáo ngay từ sớm một trong những bước quan_trọng giúp chị_em ngăn_ngừa các bệnh_lý nguy_hiểm là thực_hiện các kiểm_tra sức_khoẻ toàn_diện nữ thường_xuyên theo khuyến_cáo của chuyên_gia'],[0.9993848204612732]
"Các biện_pháp phòng_ngừa của bệnh thuỷ_đậu có rất nhiều , tuy_nhiên cách hữu_hiệu nhất vẫn là tiêm ngừa cẩn_thận . Đâu là những điều_kiện tiên_quyết để phát_huy hiệu_quả phương_pháp tiêm phòng tốt nhất ?",các biện_pháp phòng_ngừa của bệnh thuỷ_đậu có rất nhiều tuy_nhiên cách hữu_hiệu nhất vẫn là tiêm ngừa cẩn_thận đâu là những điều_kiện tiên_quyết để phát_huy hiệu_quả phương_pháp tiêm phòng tốt nhất,['thoát_vị bẹn hiện_nay đang là căn_bệnh rất phổ_biến nghiệm pháp valsalva siêu_âm thoát_vị bẹn là phương_pháp hiệu_quả để phát_hiện bệnh từ đó bác_sĩ sẽ đưa ra phác_đồ điều_trị hiệu_quả'],[0.9993622303009033]
"Trong phòng_ngừa bệnh thuỷ_đậu , tiêm ngừa chính là phương_pháp tối_ưu và hiệu_quả nhất . Những điều nào cần lưu_ý khi tiêm phòng thuỷ_đậu ?",trong phòng_ngừa bệnh thuỷ_đậu tiêm ngừa chính là phương_pháp tối_ưu và hiệu_quả nhất những điều nào cần lưu_ý khi tiêm phòng thuỷ_đậu,['viêm xoang là bệnh_lý mạn_tính tuy không quá nguy_hiểm nhưng lại ảnh_hưởng tới sức_khoẻ và chất_lượng cuộc_sống của người_bệnh xông tinh_dầu là một trong những liệu_pháp hỗ_trợ điều_trị viêm xoang hiệu_quả và được sử_dụng rộng_rãi'],[0.9991052746772766]
"Theo nghiên_cứu , kháng_sinh có_thể sử_dụng để dự_phòng nhiễm_khuẩn huyết não mô cầu ở cả người_lớn và trẻ_em . Hỏi kháng_sinh nào có tác_dụng dự_phòng bệnh cho cán_bộ y_tế khi chăm_sóc bệnh_nhân mắc bệnh nhiễm_khuẩn huyết não , mô cầu hoặc cần đến vùng có dịch ?",theo nghiên_cứu kháng_sinh có_thể sử_dụng để dự_phòng nhiễm_khuẩn huyết não mô cầu ở cả người_lớn và trẻ_em hỏi kháng_sinh nào có tác_dụng dự_phòng bệnh cho cán_bộ y_tế khi chăm_sóc bệnh_nhân mắc bệnh nhiễm_khuẩn huyết não mô cầu hoặc cần đến vùng có dịch,['20 bác_sĩ nội_tiết là bác_sĩ chuyên về các tuyến và hormone như insulin đối_tượng cần đến gặp bác_sĩ nội_tiết bao_gồm người mới được chẩn_đoán mắc bệnh tiểu_đường đang gặp khó_khăn trong việc kiểm_soát bệnh hoặc gặp các biến_chứng do bệnh này hay phải sử_dụng máy_bơm insulin'],[0.9993862509727478]
"Theo số_liệu từ viện vệ_sinh dịch_tễ trung_ương , tỉ_lệ mắc bệnh nhiễm_khuẩn huyết não mô cầu_là 2 . 3/10 0 . 000 dân . Hỏi : Để phòng_ngừa mắc bệnh , cần thực_hiện những biện_pháp nào ?",theo số_liệu từ viện vệ_sinh dịch_tễ trung_ương tỉ_lệ mắc bệnh nhiễm_khuẩn huyết não mô cầu_là 2 310 0 000 dân hỏi để phòng_ngừa mắc bệnh cần thực_hiện những biện_pháp nào,['để hạn_chế đến mức thấp nhất số tử_vong do bệnh tay_chân miệng bộ y_tế khuyến_cáo người_dân và cộng_đồng cần thực_hiện các biện_pháp phòng_chống dịch tay_chân miệng một_cách hiệu_quả nhất'],[0.9991016387939453]
"Được biết , bệnh nhiễm_khuẩn huyết não mô cầu thường gặp ở trẻ sơ_sinh và trẻ nhỏ với tỉ_lệ tử_vong cao . Để phòng_ngừa bệnh , cha_mẹ nên cho trẻ tiêm loại vắc-xin nào sau đây ?",được biết bệnh nhiễm_khuẩn huyết não mô cầu thường gặp ở trẻ sơ_sinh và trẻ nhỏ với tỉ_lệ tử_vong cao để phòng_ngừa bệnh cha_mẹ nên cho trẻ tiêm loại vắcxin nào sau đây,['trẻ_em là đối_tượng sức đề_kháng kém nên rất dễ mắc các bệnh truyền_nhiễm nguy_hiểm đặc_biệt là dịch do virus corona hoành_hành vậy làm thế_nào để tập cho bé đeo khẩu_trang đúng cách'],[0.9992645978927612]
"Bệnh Thalassemia ( Tan máu bẩm_sinh ) xảy ra khi có đột_biến tại một hay nhiều gen liên_quan đến sự tổng_hợp các chuỗi globin , dẫn đến tình_trạng thiếu_hụt các chuỗi globin này , làm cho hồng_cầu vỡ sớm ( tan máu ) , và biểu_hiện triệu_chứng thiếu máu . Vậy bệnh Thalassemia gồm có mấy loại ?",bệnh thalassemia tan máu bẩm_sinh xảy ra khi có đột_biến tại một hay nhiều gen liên_quan đến sự tổng_hợp các chuỗi globin dẫn đến tình_trạng thiếu_hụt các chuỗi globin này làm cho hồng_cầu vỡ sớm tan máu và biểu_hiện triệu_chứng thiếu máu vậy bệnh thalassemia gồm có mấy loại,['tình_trạng hạ clo máu là sự mất cân_bằng chất điện giải trong cơ_thể xảy ra khi cơ_thể có nồng_độ clo máu thấp tình_trạng này có_thể gây ra các triệu_chứng như mệt_mỏi mất nước và bắt_nguồn từ nhiều nguyên_nhân khác nhau'],[0.999324381351471]
"Bệnh học của Thalassemia ( Tan máu bẩm_sinh ) bao_gồm Hemoglobin ( Huyết_sắc_tố ) . Được biết , Huyết_sắc_tố còn gọi là hemoglobin ( Hb ) là một protein phức có chứa Fe +50 , làm nhiệm_vụ vận_chuyển oxy từ phổi đến tổ_chức và vận_chuyển CO2 , từ_tổ_chức về phổi , Hb ở trong hồng_cầu và chiếm 33% trọng_lượng hồng_cầu . Hãy cho biết thành_phần của Hemoglobin gồm những gì ?",bệnh học của thalassemia tan máu bẩm_sinh bao_gồm hemoglobin huyết_sắc_tố được biết huyết_sắc_tố còn gọi là hemoglobin hb là một protein phức có chứa fe 50 làm nhiệm_vụ vận_chuyển oxy từ phổi đến tổ_chức và vận_chuyển co2 từ_tổ_chức về phổi hb ở trong hồng_cầu và chiếm 33 trọng_lượng hồng_cầu hãy cho biết thành_phần của hemoglobin gồm những gì,['3 chức_năng hormon tuyến_giáp là gì chức_năng hormon tuyến_giáp là lấy iốt có trong nhiều loại thực_phẩm và chuyển_hoá thành các hormone tuyến_giáp như thyroxine t 4 và triiodothyronine t 3 tế_bào tuyến_giáp là tế_bào duy_nhất trong cơ_thể có_thể hấp_thụ iốt những tế_bào này kết_hợp iốt và axit_amin tyrosine để tạo ra t3 và t 4 t3 và t4 sau đó được giải_phóng vào dòng máu và được vận_chuyển khắp cơ_thể nơi chúng kiểm_soát sự trao_đổi chất chuyển_đổi oxy và calo thành năng_lượng'],[0.9992705583572388]
Thalassemia ( Tan máu bẩm_sinh ) là một bệnh nguy_hiểm trên toàn thế_giới . Từ những biểu_hiện của bệnh Thalassemia đã được khoa_học chứng_minh . Hãy cho biết những nguyên_nhân dẫn đến bệnh Thalassemia là gì ?,thalassemia tan máu bẩm_sinh là một bệnh nguy_hiểm trên toàn thế_giới từ những biểu_hiện của bệnh thalassemia đã được khoa_học chứng_minh hãy cho biết những nguyên_nhân dẫn đến bệnh thalassemia là gì,['nguyên_nhân bệnh bệnh sởi tác_nhân gây bệnh sởi được xác_định là virus thuộc giống morbillivirus của họ paramyxoviridae hiện đây vẫn được xem là bệnh nguy_hiểm ở trẻ nhỏ với nguy_cơ tử_vong nếu không được phát_hiện sớm và điều_trị phù_hợp'],[0.9992578625679016]
Bệnh_lí tim bẩm_sinh là những bệnh_lí tim_mạch không hiếm gặp nhưng tương_đối phức_tạp và vẫn còn nhiều gánh nặng và thách_thức với y_học . Một trong những bệnh_lí tim bẩm_sinh hay gặp nhất và tương_đối đơn_giản là còn ống động_mạch . Câu nào sau đây là đúng về bệnh_lý tim bẩm_sinh còn ống động_mạch ?,bệnh_lí tim bẩm_sinh là những bệnh_lí tim_mạch không hiếm gặp nhưng tương_đối phức_tạp và vẫn còn nhiều gánh nặng và thách_thức với y_học một trong những bệnh_lí tim bẩm_sinh hay gặp nhất và tương_đối đơn_giản là còn ống động_mạch câu nào sau đây là đúng về bệnh_lý tim bẩm_sinh còn ống động_mạch,['đái_tháo_đường là bệnh_lý mạn_tính thường gặp nhất và là nguyên_nhân tử_vong thứ 3 trong số các bệnh không lây_nhiễm tại việt_nam sau tim_mạch và ung_thư nếu_như trước_đây bệnh thường gặp ở người_bệnh trên 40 tuổi thì nay có trường_hợp từ 25 – 30 tuổi đã bị tiểu_đường mà bản_thân và gia_đình không hề hay_biết'],[0.9992159605026245]
Bệnh_lí tim bẩm_sinh là những bệnh_lí tim_mạch không hiếm gặp nhưng tương_đối phức_tạp và vẫn còn nhiều gánh nặng và thách_thức với y_học . Một trong những bệnh_lí tim bẩm_sinh hay gặp nhất và tương_đối đơn_giản là còn ống động_mạch . Vậy đặc_điểm nào dưới đây là đúng về ống động_mạch ?,bệnh_lí tim bẩm_sinh là những bệnh_lí tim_mạch không hiếm gặp nhưng tương_đối phức_tạp và vẫn còn nhiều gánh nặng và thách_thức với y_học một trong những bệnh_lí tim bẩm_sinh hay gặp nhất và tương_đối đơn_giản là còn ống động_mạch vậy đặc_điểm nào dưới đây là đúng về ống động_mạch,['đái_tháo_đường là bệnh_lý mạn_tính thường gặp nhất và là nguyên_nhân tử_vong thứ 3 trong số các bệnh không lây_nhiễm tại việt_nam sau tim_mạch và ung_thư nếu_như trước_đây bệnh thường gặp ở người_bệnh trên 40 tuổi thì nay có trường_hợp từ 25 – 30 tuổi đã bị tiểu_đường mà bản_thân và gia_đình không hề hay_biết'],[0.9992214441299438]
Ông động_mạch nối_liền nơi phân nhánh động mạch phôi ( ĐMP ) và eo động mạch chủ ( ĐMC ) . Ống động_mạch thông_thương trong thời_kỳ bào_thai và đóng lại ngay sau khi bé sanh ra_đời . Ống động_mạch sẽ đóng chức_năng và đóng về giải_phẫu khi nào ?,ông động_mạch nối_liền nơi phân nhánh động mạch phôi đmp và eo động mạch chủ đmc ống động_mạch thông_thương trong thời_kỳ bào_thai và đóng lại ngay sau khi bé sanh ra_đời ống động_mạch sẽ đóng chức_năng và đóng về giải_phẫu khi nào,['4 đánh_giá kết_quả kết_quả thủ_thuật bơm tắc dị_dạng mạch ngoại biên được xem là thành_công khi toàn_bộ các ổ dị_dạng được loại_bỏ ra ngoài vòng tuần_hoàn và không còn tín_hiệu dòng_chảy ngoài_ra các nhánh động_mạch cấp máu đến vùng hạ_lưu và tĩnh_mạch dẫn_lưu còn khả_năng lưu_thông bình_thường'],[0.9989780783653259]
"U nhầy ruột_thừa có_thể mắc ở mọi độ tuổi và gây cản_trở cho quá_trình sinh_hoạt cũng như gây ảnh_hưởng tới sức_khoẻ của người mắc bệnh . Nhưng ở độ tuổi nào , bệnh_nhân thường là đối_tượng thường thấy của bệnh U nhầy ruột_thừa ?",u nhầy ruột_thừa có_thể mắc ở mọi độ tuổi và gây cản_trở cho quá_trình sinh_hoạt cũng như gây ảnh_hưởng tới sức_khoẻ của người mắc bệnh nhưng ở độ tuổi nào bệnh_nhân thường là đối_tượng thường thấy của bệnh u nhầy ruột_thừa,['bệnh anorexia còn gọi là chứng biếng ăn tâm_thần tình_trạng này thường liên_quan tới việc giảm cân quá mức chủ_yếu gặp ở phụ_nữ và có_thể gây tổn_hại lớn về sức_khoẻ thể_chất tinh_thần của người_bệnh'],[0.999352753162384]
