query,preprocessed_query,retrieved_docs,scores
"Trong quá_trình điều_trị bệnh Kawasaki bệnh_nhân được chỉ_định dùng Aspiririn . Nhưng bên cạnh đó , trong một_số trường_hợp , bệnh_nhân sử_dụng aspirin với liều quá cao . Vậy khi có những triệu_chứng nào nhận_biết để bệnh_nhân đó cần ngưng sử_dụng Aspirin ngay_lập_tức ?",trong quá_trình điều_trị bệnh kawasaki bệnh_nhân được chỉ_định dùng aspiririn nhưng bên cạnh đó trong một_số trường_hợp bệnh_nhân sử_dụng aspirin với liều quá cao vậy khi có những triệu_chứng nào nhận_biết để bệnh_nhân đó cần ngưng sử_dụng aspirin ngay_lập_tức,['3 biện_pháp xử_trí để xử_trí biến_chứng buồn_nôn nôn cần điều_trị nguyên_nhân gây ra trước_hết nếu bệnh_nhân có tụt huyết_áp cần điều_trị và duy_trì huyết_áp ổn_định có_thể sử_dụng thuốc chống nôn trong những nguyên_nhân khác nếu cần bên cạnh đó phòng_ngừa tụt huyết_áp trong lúc chạy thận có tầm quan_trọng hơn cả những triệu_chứng dai_dẳng không liên_quan tới huyết động có_thể thuyên_giảm khi sử_dụng các thuốc chống nôn ngoài_ra bệnh_nhân suy thận mạn giai_đoạn cuối khi điều_trị bằng chạy thận nhân_tạo cần đặc_biệt chặt_chẽ trong chế_độ ăn hạn_chế thức_ăn nhiều muối và kali cung_cấp đạm ở mức vừa đủ bệnh_nhân cũng không được uống quá nhiều nước để hạn_chế nguy_cơ bị phù tóm_lại quá_trình chạy thận nhân_tạo gây ra nhiều biến_chứng ảnh_hưởng không nhỏ đến sức_khoẻ cũng như đời_sống sinh_hoạt của bệnh_nhân trong đó buồn_nôn nôn là một trong những biến_chứng thường gặp chiếm khoảng 515 nguyên_nhân thường do tụt huyết_áp phản_ứng với màng lọc liệt dạ_dày nhẹ khi thấy có những dấu_hiệu bất_thường cần thông_báo ngay với các y_bác_sĩ để được xử_trí kịp_thời'],[0.9985827207565308]
"Trong quá_trình điều_trị bệnh Kawasaki ( viêm mạch_máu ) , một phần quan_trọng là phải giảm viêm và ngăn_ngừa các biến_chứng lên mạch vành . Trong số các phương_pháp điều_trị , cách tiếp_cận được khuyến_nghị để sử_dụng là gì ?",trong quá_trình điều_trị bệnh kawasaki viêm mạch_máu một phần quan_trọng là phải giảm viêm và ngăn_ngừa các biến_chứng lên mạch vành trong số các phương_pháp điều_trị cách tiếp_cận được khuyến_nghị để sử_dụng là gì,['các biện_pháp điều_trị bệnh kawasaki viêm mạch_máu bệnh kawasaki được điều_trị như_thế_nào biến_chứng do điều_trị khá hiếm tóm_lại bệnh kawasaki là một tình_trạng bệnh_lý bất_thường liên_quan đến sự viêm các mạch_máu trong cơ_thể bệnh thường gặp ở trẻ nhỏ dưới 5 tuổi đặc_biệt là trẻ_em nhật_bản và gốc á nguyên_nhân gây bệnh vẫn chưa rõ_ràng bệnh biểu_hiện với triệu_chứng sốt phát_ban cùng với các triệu_chứng ở hạch da niêm_mạc … chưa có bằng_chứng cho thấy bệnh kawasaki có_thể lây_lan việc điều_trị sớm với gammaglobulin có ý_nghĩa quan_trọng giúp đẩy_lùi các biến_chứng nguy_hiểm nhất_là tổn_thương mạch vành'],[0.9986000061035156]
"Bệnh Thalassemia được biết không phải là bệnh truyền_nhiễm như bệnh viêm gan virus , lao_phổi mà Thalassemia là một bệnh di_truyền . Đối_với bệnh Thalassemia được nhận_xét như_thế_nào , hãy chọn những đáp_án chung trong các đáp_án dưới đây ?",bệnh thalassemia được biết không phải là bệnh truyền_nhiễm như bệnh viêm gan virus lao_phổi mà thalassemia là một bệnh di_truyền đối_với bệnh thalassemia được nhận_xét như_thế_nào hãy chọn những đáp_án chung trong các đáp_án dưới đây,['đường lây_truyền bệnh thalassemia tan máu bẩm_sinh bệnh thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus lao_phổi mà bệnh di_truyền do bệnh_nhân nhận gen bệnh từ cả bố và mẹ do_đó bệnh thalassemia là một bệnh có tính_chất gia_đình'],[0.9994043707847595]
"Được biết , bệnh Thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus , lao_phổi . Người mắc bệnh được nhận gen từ cả bố và mẹ . Vậy đường lây_truyền của Thalassemia theo đường nào trong các con đường lây_nhiễm dưới đây ?",được biết bệnh thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus lao_phổi người mắc bệnh được nhận gen từ cả bố và mẹ vậy đường lây_truyền của thalassemia theo đường nào trong các con đường lây_nhiễm dưới đây,['đường lây_truyền bệnh thalassemia tan máu bẩm_sinh bệnh thalassemia không phải là bệnh truyền_nhiễm như bệnh viêm gan virus lao_phổi mà bệnh di_truyền do bệnh_nhân nhận gen bệnh từ cả bố và mẹ do_đó bệnh thalassemia là một bệnh có tính_chất gia_đình'],[0.9993510246276855]
"Anh Quý , một nam_giới 35 tuổi , đến bác_sĩ sau khi có tiếp_xúc gần với một người bạn mắc bệnh thuỷ_đậu . Anh ta muốn biết cách phòng_ngừa bệnh này và giảm_thiểu nguy_cơ lây_nhiễm cho bản_thân . Cách phòng_ngừa chính cho bệnh thuỷ_đậu là gì ?",anh quý một nam_giới 35 tuổi đến bác_sĩ sau khi có tiếp_xúc gần với một người bạn mắc bệnh thuỷ_đậu anh ta muốn biết cách phòng_ngừa bệnh này và giảm_thiểu nguy_cơ lây_nhiễm cho bản_thân cách phòng_ngừa chính cho bệnh thuỷ_đậu là gì,['thuỷ_đậu là một bệnh có_thể lây_lan nhanh khi có tiếp_xúc với với người_bệnh bệnh có_thể gây ra nhiều biến_chứng nguy_hiểm cho sức_khoẻ thậm_chí là tử_vong vậy làm_sao để không bị lây thuỷ_đậu'],[0.9994261860847473]
"Bệnh Thuỷ_Đậu có khả_năng lây_lan rất nhanh_chóng , các phương_pháp phòng_ngừa đã được đề ra để ngừa bệnh Thuỷ_đậu . Đâu là phương_pháp ngừa bệnh triệt_để bệnh thuỷ_đậu nhất ?",bệnh thuỷ_đậu có khả_năng lây_lan rất nhanh_chóng các phương_pháp phòng_ngừa đã được đề ra để ngừa bệnh thuỷ_đậu đâu là phương_pháp ngừa bệnh triệt_để bệnh thuỷ_đậu nhất,['thuỷ_đậu là một bệnh có_thể lây_lan nhanh khi có tiếp_xúc với với người_bệnh bệnh có_thể gây ra nhiều biến_chứng nguy_hiểm cho sức_khoẻ thậm_chí là tử_vong vậy làm_sao để không bị lây thuỷ_đậu'],[0.9992175102233887]
"Chị_Bích , một phụ_nữ 35 tuổi , đến bác_sĩ với nỗi lo_lắng về bệnh thuỷ_đậu sau khi nghe tin một_số trường_hợp mắc bệnh trong cộng_đồng . Cô muốn biết cách bảo_vệ bản_thân và con_cái khỏi bệnh này . Biện_pháp phòng_ngừa bệnh thuỷ_đậu là gì ?",chị_bích một phụ_nữ 35 tuổi đến bác_sĩ với nỗi lo_lắng về bệnh thuỷ_đậu sau khi nghe tin một_số trường_hợp mắc bệnh trong cộng_đồng cô muốn biết cách bảo_vệ bản_thân và con_cái khỏi bệnh này biện_pháp phòng_ngừa bệnh thuỷ_đậu là gì,['thuỷ_đậu là bệnh truyền_nhiễm hay gặp trong mùa đông_xuân thường gặp ở trẻ_em và dễ lan thành dịch bệnh thường nhẹ lành_tính khỏi nhanh nhưng một_số trường_hợp vẫn có_thể gây nên các biến_chứng nguy_hiểm việc chữa bệnh thuỷ_đậu bằng phương_pháp dân_gian vẫn được sử_dụng trong xã_hội hiện_đại và mang lại hiệu_quả tích_cực cùng tìm_hiểu các cây thuốc_nam chữa bệnh thuỷ_đậu qua bài viết dưới đây'],[0.9991576671600342]
"Chị Hường , một phụ_nữ 40 tuổi , đến bác_sĩ với lo_lắng sau khi con của cô bị mắc bệnh thuỷ_đậu từ_trường học . Cô muốn biết cách bảo_vệ bản_thân và gia_đình khỏi bệnh này . Các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan là gì ?",chị hường một phụ_nữ 40 tuổi đến bác_sĩ với lo_lắng sau khi con của cô bị mắc bệnh thuỷ_đậu từ_trường học cô muốn biết cách bảo_vệ bản_thân và gia_đình khỏi bệnh này các biện_pháp phòng_ngừa khác cần lưu_ý khi chăm_sóc người_bệnh để tránh lây_lan là gì,['phòng_ngừa bệnh sốt siêu_vi ở độ tuổi từ 6 tháng đến 2 tuổi có_thể cho trẻ tiêm ngừa hàng năm để hạn_chế nguy_cơ mắc bệnh trong đời_sống hằng ngày cần lưu_ý một_số biện_pháp phòng_ngừa sốt siêu_vi ở trẻ như có chế_độ dinh_dưỡng khoa_học giúp trẻ phát_triển và nâng cao hệ_miễn_dịch cũng như tăng_cường sức đề_kháng giữ_gìn vệ_sinh cá_nhân cho trẻ rửa tay bằng xà_phòng trước khi ăn và sau khi đi vệ_sinh để ngăn_chặn virus lây_lan không để trẻ cho đồ_chơi vào miệng vệ_sinh nhà_cửa và môi_trường giúp ngăn_chặn sự xâm_nhập của các tác_nhân có hại cách_ly trẻ khỏi người_bệnh hết_mức có_thể đặc_biệt là những người trong gia_đình đang bị cảm lạnh ho tiêu_chảy hoặc nôn_mửa'],[0.9988827109336853]
"Các biện_pháp phòng_ngừa của bệnh thuỷ_đậu có rất nhiều , tuy_nhiên cách hữu_hiệu nhất vẫn là tiêm ngừa cẩn_thận . Đâu là những điều_kiện tiên_quyết để phát_huy hiệu_quả phương_pháp tiêm phòng tốt nhất ?",các biện_pháp phòng_ngừa của bệnh thuỷ_đậu có rất nhiều tuy_nhiên cách hữu_hiệu nhất vẫn là tiêm ngừa cẩn_thận đâu là những điều_kiện tiên_quyết để phát_huy hiệu_quả phương_pháp tiêm phòng tốt nhất,['thời_tiết thay_đổi kèm theo độ_ẩm thấp dễ tạo điều_kiện cho vi_khuẩn vi_rút gây bệnh phát_triển trong đó phổ_biến nhất là bệnh cảm cúm có nhiều cách điều_trị cảm cúm trong đó đông_y ghi_nhận xông là một trong những phương_pháp điều_trị bệnh hữu_hiệu để nhanh_chóng đẩy_lùi các triệu_chứng của cảm cúm'],[0.9990840554237366]
"Trong phòng_ngừa bệnh thuỷ_đậu , tiêm ngừa chính là phương_pháp tối_ưu và hiệu_quả nhất . Những điều nào cần lưu_ý khi tiêm phòng thuỷ_đậu ?",trong phòng_ngừa bệnh thuỷ_đậu tiêm ngừa chính là phương_pháp tối_ưu và hiệu_quả nhất những điều nào cần lưu_ý khi tiêm phòng thuỷ_đậu,['thuỷ_đậu là bệnh truyền_nhiễm hay gặp trong mùa đông_xuân thường gặp ở trẻ_em và dễ lan thành dịch bệnh thường nhẹ lành_tính khỏi nhanh nhưng một_số trường_hợp vẫn có_thể gây nên các biến_chứng nguy_hiểm việc chữa bệnh thuỷ_đậu bằng phương_pháp dân_gian vẫn được sử_dụng trong xã_hội hiện_đại và mang lại hiệu_quả tích_cực cùng tìm_hiểu các cây thuốc_nam chữa bệnh thuỷ_đậu qua bài viết dưới đây'],[0.9985954761505127]
"Theo nghiên_cứu , kháng_sinh có_thể sử_dụng để dự_phòng nhiễm_khuẩn huyết não mô cầu ở cả người_lớn và trẻ_em . Hỏi kháng_sinh nào có tác_dụng dự_phòng bệnh cho cán_bộ y_tế khi chăm_sóc bệnh_nhân mắc bệnh nhiễm_khuẩn huyết não , mô cầu hoặc cần đến vùng có dịch ?",theo nghiên_cứu kháng_sinh có_thể sử_dụng để dự_phòng nhiễm_khuẩn huyết não mô cầu ở cả người_lớn và trẻ_em hỏi kháng_sinh nào có tác_dụng dự_phòng bệnh cho cán_bộ y_tế khi chăm_sóc bệnh_nhân mắc bệnh nhiễm_khuẩn huyết não mô cầu hoặc cần đến vùng có dịch,['đối_tượng nguy_cơ bệnh nhiễm_khuẩn huyết não mô cầu những người có hệ_miễn_dịch của cơ_thể yếu như trẻ nhỏ thường gặp ở độ tuổi 36 tuổi người thường_xuyên tiếp_xúc với người_bệnh như người_nhà của bệnh_nhân cán_bộ y_tế chăm_sóc người_bệnh những người đi vào vùng đang có bệnh'],[0.999299943447113]
"Theo số_liệu từ viện vệ_sinh dịch_tễ trung_ương , tỉ_lệ mắc bệnh nhiễm_khuẩn huyết não mô cầu_là 2 . 3/10 0 . 000 dân . Hỏi : Để phòng_ngừa mắc bệnh , cần thực_hiện những biện_pháp nào ?",theo số_liệu từ viện vệ_sinh dịch_tễ trung_ương tỉ_lệ mắc bệnh nhiễm_khuẩn huyết não mô cầu_là 2 310 0 000 dân hỏi để phòng_ngừa mắc bệnh cần thực_hiện những biện_pháp nào,['phòng_ngừa bệnh lạc nội mạc tử_cung mặc_dù không có biện_pháp ngăn_ngừa hoàn_toàn lạc nội mạc tử_cung phụ_nữ vẫn có_thể thực_hiện một_số biện_pháp để giảm nguy_cơ mắc bệnh như tập_thể_dục thường_xuyên để kiểm_soát tỉ_lệ mỡ cơ_thể tránh đồ uống có cồn khám sức_khoẻ tổng_thể thường_xuyên để phát_hiện các bất_thường'],[0.9987452030181885]
"Được biết , bệnh nhiễm_khuẩn huyết não mô cầu thường gặp ở trẻ sơ_sinh và trẻ nhỏ với tỉ_lệ tử_vong cao . Để phòng_ngừa bệnh , cha_mẹ nên cho trẻ tiêm loại vắc-xin nào sau đây ?",được biết bệnh nhiễm_khuẩn huyết não mô cầu thường gặp ở trẻ sơ_sinh và trẻ nhỏ với tỉ_lệ tử_vong cao để phòng_ngừa bệnh cha_mẹ nên cho trẻ tiêm loại vắcxin nào sau đây,['quai_bị gây ra bởi virus paramyxovirus còn được gọi với tên khác là bệnh viêm tuyến vùng mang_tai hoặc viêm mang_tai do virus đây là 1 loại bệnh lành_tính tuy_nhiên đối_với nam_giới có_thể gây biến_chứng viêm tinh_hoàn do_đó để phòng và điều_trị bệnh nên sử_dụng thuốc chữa quai_bị có chứa corticoid hoặc thực_hiện tiêm vắcxin cho trẻ nhỏ'],[0.9990110993385315]
"Bệnh Thalassemia ( Tan máu bẩm_sinh ) xảy ra khi có đột_biến tại một hay nhiều gen liên_quan đến sự tổng_hợp các chuỗi globin , dẫn đến tình_trạng thiếu_hụt các chuỗi globin này , làm cho hồng_cầu vỡ sớm ( tan máu ) , và biểu_hiện triệu_chứng thiếu máu . Vậy bệnh Thalassemia gồm có mấy loại ?",bệnh thalassemia tan máu bẩm_sinh xảy ra khi có đột_biến tại một hay nhiều gen liên_quan đến sự tổng_hợp các chuỗi globin dẫn đến tình_trạng thiếu_hụt các chuỗi globin này làm cho hồng_cầu vỡ sớm tan máu và biểu_hiện triệu_chứng thiếu máu vậy bệnh thalassemia gồm có mấy loại,['nguyên_nhân bệnh thalassemia tan máu bẩm_sinh bệnh học của thalassemia_hemoglobin gồm có 2 thành_phần là hem và globin trong globin gồm có các chuỗi polypeptid bệnh thalassemia xảy ra khi có đột_biến tại một hay nhiều gen liên_quan đến sự tổng_hợp các chuỗi globin dẫn đến tình_trạng thiếu_hụt các chuỗi globin này làm cho hồng_cầu vỡ sớm tan máu và biểu_hiện triệu_chứng thiếu máu bệnh_nhân mắc thalassemia có_thể nhận gen bệnh từ bố hoặc mẹ hoặc cả bố và mẹ bệnh được gọi tên theo chuỗi globin bị khiếm_khuyết gồm có 2 loại bệnh thalassemia chính αthalassemia thiếu_hụt tổng_hợp chuỗi α do đột_biến tại một hay nhiều gen tổng_hợp chuỗi αglobin βthalassemia thiếu_hụt tổng_hợp chuỗi β do đột_biến tại một hay nhiều gen tổng_hợp chuỗi βglobin'],[0.9988840818405151]
